publication_id,publication_type,is_included,is_itaukei_associated,linked_provinces,used_non_provincial_flag,used_unsure_flag,verification_state,notes
boas_climate-induced_2025,Journal Article,True,True,,False,False,,
gini_navigating_2024,Journal Article,True,True,,False,False,,
mcmichael_climate_2025,Journal Article,True,True,Cakaudrove,False,False,verified,
mcmichael_health_2024,Book Chapter,True,True,,False,False,,
mcmichael_adaptive_2025,Journal Article,True,True,Macuata,False,False,verified,
mcnamara_values_2024,Journal Article,True,True,,False,False,,
nand_guiding_2024,Journal Article,True,True,,False,False,,
van_schie_valuing_2024,Journal Article,True,True,,False,False,,
yee_partial_2024,Journal Article,True,True,Kadavu,False,False,verified,
yee_role_2022,Journal Article,True,True,Serua,False,False,verified,
yee_climate_2022,Journal Article,True,True,,False,False,,
yee_framing_2025,Journal Article,True,True,,False,False,,
yee_centering_2024,PhD Thesis,True,True,,False,False,,
puamau_rethinking_2002,Book Chapter,True,False,,False,False,,
puamau_re-thinking_2004,Journal Article,True,False,,False,False,,
puamau_principles_2005,Book Chapter,True,False,,False,False,,
puamau_rethinking_2005,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
puamau_literate_2007,Book Chapter,True,False,,False,False,,
puamau_pacific_2007,Book,True,False,,False,False,,
puamau_teacher_2007,Book Chapter,True,False,,False,False,,
puamau_education_2007,Journal Article,True,False,,False,False,,
puamau_education_2008,Book Chapter,True,False,,False,False,,
puamau_advancing_2009,Book Chapter,True,False,,False,False,,
puamau_managing_2010,Book Chapter,True,False,,False,False,,
puamau_best_2010,Book,True,False,,False,False,,
puamau_basics_2007,Book,True,False,,False,False,,
puamau_early_2008,Book,True,False,,False,False,,
puamau_inclusive_2009,Book,True,False,,False,False,,
puamau_understanding_1999,Journal Article,True,False,,False,False,,
puamau_post-colonial_2001,Journal Article,True,False,,False,False,,
puamau_heart_2006,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
puamau_advancing_2007,Journal Article,True,False,,False,False,,
puamau_urban_2007,Book Chapter,True,False,,False,False,,
puamau_educational_2005,Book,True,False,,False,False,,
dabea_critical_1994,Master's Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
macanawai_assessment_2011,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
kapitzke_weaving_2000,Journal Article,True,False,,False,False,,
dabea_social_2001,PhD Thesis,True,True,,False,False,,
chalmers_educational_1999,Book,True,False,,False,False,,
bogitini_development_1996,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
shaw-brown_use_2013,PhD Thesis,True,False,,False,False,,
macanawai_seed_2018,Journal Article,True,False,,False,False,,
macanawai_effects_2015,Journal Article,True,False,,False,False,,
macanawai_spermacoce_2016,Journal Article,True,True,Naitasiri,False,False,verified,
macanawai_distribution_2025,Journal Article,True,True,,False,False,,
macanawai_efficacy_2014,Journal Article,True,False,,False,False,,
macanawai_survival_2013,Journal Article,True,False,,False,False,,
macanawai_biology_2013,Journal Article,True,False,,False,False,,
macanawai_vegetative_2012,Journal Article,True,False,,False,False,,
macanawai_abundance_2014,Journal Article,True,False,,False,False,,
macanawai_impact_2013,Journal Article,True,False,,False,False,,
macanawai_assessment_2011-1,PhD Thesis,True,False,,False,False,,
macanawai_investigations_2005,Journal Article,True,False,,False,False,,
macanawai_impact_2012,Journal Article,True,False,,False,False,,
macanawai_impact_2012-1,Journal Article,True,False,,False,False,,
macanawai_factors_2010,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
adkins_frequency_2010,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
macanawai_investigations_2002,PhD Thesis,True,True,,False,False,,
williams_evaluation_2004,Report,True,False,,False,False,,
williams_digital_2002,Report,True,False,,False,False,,
williams_more_1986,Journal Article,True,False,,False,False,,
williams_labours_1999,Book,True,False,,False,False,,
williams_why_1999,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
williams_information_1998,Report,True,False,,False,False,,
ali_women_2023,Journal Article,True,True,,False,False,,
bolatagici_making_2022,Book Chapter,True,True,,False,False,,
bolatagici_making_2019,Journal Article,True,True,,False,False,,
bolatagici_somatic_2016-1,Journal Article,True,True,,False,False,,
bolatagici_export_2011,Journal Article,True,True,,False,False,,
bolatagici_claiming_2004,Journal Article,True,True,,False,False,,
gonemaituba_study_2008,PhD Thesis,True,False,,False,False,,
solvalu_fiji_2025,Book Chapter,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
narawa_researching_2026,Book Chapter,True,True,,False,False,,
narawa_surrogacy_2024,Book Chapter,True,True,,False,False,,
narawa-daurewa_identity_2012,Journal Article,True,True,Unclassified,False,True,verified,
narawa_fiji_2021,Book Chapter,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
narawa_australasian_2021,Journal Article,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
narawa_adoption_2019,Book Chapter,True,True,,False,False,,
narawa_department_2018,Book,True,True,,False,False,,
gonemaituba_economic_2007,Report,True,False,,False,False,,
gonemaituba_taronew_2003,Book Chapter,True,False,,False,False,,
gonemaituba_tarofiji_2003,Book Chapter,True,False,,False,False,,
tubuna_policy_2006,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
mcgregor_natures_2009,Report,True,False,,False,False,,
mahadevan_note_2013,Journal Article,True,False,,False,False,,
haszler_rising_2009,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
mcgregor_fiji_2002,Report,True,False,,False,False,,
tabua_regional_1988,Master's Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
soro_risk-based_2014,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
soro_geochemical_2023,Journal Article,True,True,,False,False,,
soro_potential_2023,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
soro_risk-based_2013,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
roberts_role_2007,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
rokomatu_systematic_2021,Preprint,False,True,,False,False,,dropped: preprint excluded from all C2 counts
rokomatu_microplastics_2025,PhD Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
tikoduadua_perceptions_2014,Master's Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
tikoduadua_fiji_2016,Book Chapter,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
burnett_fijian_2021,Journal Article,True,False,,False,False,,
vusoniwailala_toward_1978,Master's Thesis,True,True,,False,False,,
rika_understanding_2021,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
sanagavarapu_management_2025,Journal Article,True,False,,False,False,,
nabalarua_managing_1998,PhD Thesis,True,True,Fiji - no province specified,True,False,verified,
tikoca_ecological_2024,PhD Thesis,True,True,,False,False,,
korovakaturaga_dela_2021,Master's Thesis,True,True,,False,False,,
whaanga_hemi_2002,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
nabalarua_sustaining_2005,Journal Article,True,True,Tailevu,False,False,verified,
nabalarua_creating_2001,Journal Article,True,True,Tailevu,False,False,verified,
nabalarua_productivity_1999,Report,True,True,Fiji - no province specified,True,False,verified,
nabalarua_making_2005,Journal Article,True,True,Tailevu,False,False,verified,
kikau_wisdom_1981,Book,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
masitabua_lesu_2026,Master's Thesis,True,False,,False,False,,
cavuilati_climate_2018,Master's Thesis,True,False,,False,False,,
dumaru_pet_2005,Master's Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
matakarawa_gold_2018,Master's Thesis,True,False,,False,False,,
dumaru_climate_2020,Report,True,False,Lomaiviti,False,False,verified,
dumaru_how_2019,Report,True,False,,False,False,,
limalevu_community_2010,Report,True,False,,False,False,,
dumaru_public_2014,Report,True,False,,False,False,,
dumaru_pacific_2018,Report,True,False,,False,False,,
aalbersberg_community_2010,Report,True,False,,False,False,,
limalevu_adaptation_2010,Journal Article,True,False,,False,False,,
dumaru_environment_2001,Book Chapter,True,False,,False,False,,
hemi_we_2024,Book Chapter,True,False,,False,False,,
eyob_how_2018,Other,False,False,,False,False,,dropped: publication type 'Other' not in C2 include-set
dumaru_evaluating_2026,Report,True,False,,False,False,,
dumaru_adaptive_2011,Report,True,True,,False,False,,
dumaru_cuvu_2005,Report,True,False,,False,False,,
dumaru_report_2007,Report,True,False,,False,False,,
durutalo_roots_2005,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
daveta_inclusive_2009,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
baleiwaqa_rerevaka_2003,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
baleiwaqa_josua_1996,Book Chapter,True,True,,False,False,,
baleiwaqa_reflections_2001,Book Chapter,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
baleiwaqa_review_2003,Journal Article,True,True,,False,False,,
baleiwaqa_setareki_1987,Other Thesis,False,True,,False,False,verified,dropped: publication type 'Other Thesis' not in C2 include-set; verified Fiji rows exist but no province recorded
baleiwaqa_centipede_1997,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
tuinivanua_mathematical_1991,Master's Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
cagilaba_fight_2005,Master's Thesis,True,False,,False,False,,
tabukovu_marketing_2003,Master's Thesis,True,False,,False,False,,
waqaisavou_parks_1997,Master's Thesis,True,False,,False,False,,
alifereti_analyzing_2013,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
waqa_geological_2004,Master's Thesis,True,False,,False,False,,
lasaqa_melanesians_1968,PhD Thesis,True,False,,False,False,,
taganesia_mechanisms_2009,Master's Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
nawaqaliva_exploring_2022,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
nayacakalou_viti_2022,Master's Thesis,True,True,,False,False,,
vunidilo_living_2006,Master's Thesis,True,True,,False,False,,
tabua_ambient_2019,Master's Thesis,True,False,,False,False,,
raiula_mathematical_2018,PhD Thesis,True,True,Fiji - no province specified,True,False,verified,
shirotriya_-depth_2026,Journal Article,True,True,,False,False,,
tulomana_assessing_2023,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
shirotriya_exploring_2025,Journal Article,True,True,,False,False,,
tagimaucia_exploring_2024,Journal Article,True,True,,False,False,,
chand_fijian_2022,Journal Article,True,True,,False,False,,
tagimaucia_performance_2025,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
tagimaucia_mapping_2025,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
king_utilisation_1994,PhD Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
yasa_educational_1982,PhD Thesis,True,False,,False,False,,
tawale_performances_2016,PhD Thesis,True,False,,False,False,,
comfort_dental_2004,Journal Article,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
detenamo_periodontal_2015,Conference Paper,False,False,,False,False,verified,dropped: publication type 'Conference Paper' not in C2 include-set; verified Fiji rows exist but no province recorded
kapadia_frequency_1996,Journal Article,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
king_tooth_2003,Journal Article,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
king_is_2015,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
king_oral_2003,Journal Article,True,False,,False,False,,
lumukana_smoking_2003,Journal Article,True,False,,False,False,,
pellie_perceived_2015,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
singh_infant_2003,Journal Article,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
ravulo_development_2009,PhD Thesis,True,True,,False,False,,
bogiva_ripote_2008,Report,True,True,,False,False,,
bonito_evaluating_2011,Report,True,True,,False,False,,
simpson_community-based_2009,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
simpson_assessing_2009,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
simpson_assessing_2011,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
simpson_adaptive_2012,Report,True,True,,False,False,,
simpson_biological_2014,Report,True,True,,False,False,,
simpson_shifting_2014,Report,True,True,,False,False,,
simpson_humphead_2014,Report,True,True,,False,False,,
tawake_stories_2007,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
simpson_assessing_2010-1,Master's Thesis,True,True,,False,False,,
cavu_education_2009,Book Chapter,True,True,,False,False,,
nilan_white_2006,Journal Article,True,False,,False,False,,
nilan_white-collar_2009,Book Chapter,True,False,,False,False,,
dolodolotawake_dietary_1999,Master's Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
kanaenabogi_small_2002,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
corno_assessing_2022,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
finau_accounting_2012,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
finau_digital_2015,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
finau_perceptions_2016,Journal Article,True,True,,False,False,,
finau_turn-it-_2013,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
finau_cybercrime_2013,Report,True,True,,False,False,,
finau_examining_2014,Journal Article,True,True,,False,False,,
finau_impact_2013,Journal Article,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
goundar_king_2017,Journal Article,True,True,,False,False,,
michalena_utilizing_2022,Book Chapter,True,True,,False,False,,
patel_influence_2010,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
prasad_creating_2010,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
prasad_corporate_2011,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
prasad_creating_2011,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
prasad_accounting_2012,Report,True,True,,False,False,,
prasad_getting_2012,Report,True,True,,False,False,,
prasad_regional_2012,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
prasad_facilitating_2013,Journal Article,True,True,,False,False,,
ratuva_climate_2026,Book Chapter,True,True,,False,False,,
rika_mobile_2015,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
samuwai_understanding_2021,Report,True,True,,False,False,,
samuwai_making_2019,Report,True,True,,False,False,,
samuwai_demystifying_2020,Journal Article,True,True,,False,False,,
samuwai_assessing_2018,Journal Article,True,True,,False,False,,
samuwai_gazing_2019,Journal Article,True,True,,False,False,,
samuwai_model_2014,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
samuwai_is_2012,Report,True,True,,False,False,,
samuwai_towards_2012,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
samuwai_demystifying_2022,Report,True,True,,False,False,,
seitz_coping_2022,Report,True,True,,False,False,,
raiyawa_op_chief_big_heart_2000,Journal Article,True,True,,False,False,,
waqalevu_developing_2012,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
baleikorocau_grobner_2011,Master's Thesis,True,False,,False,False,,
baleikorocau_chebyshev_2015,Journal Article,True,False,,False,False,,
qovu_critical_2013,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
thaman_comparison_2016,Journal Article,True,True,,False,False,,
nuttall_review_2014,Journal Article,True,True,,False,False,,
veitayaki_addressing_2007,Report,True,True,,False,False,,
veitayaki_addressing_2005,Book Chapter,True,True,Lomaiviti,False,False,verified,
veitayaki_application_2009,Book Chapter,True,True,,False,False,,
ledua_balancing_2018,Book Chapter,True,True,,False,False,,
veitayaki_breaking_2008,Book Chapter,True,True,,False,False,,
veitayaki_breaking_2019,Book Chapter,True,True,,False,False,,
veitayaki_building_2014,Book Chapter,True,True,,False,False,,
south_capacity_2001,Journal Article,True,True,,False,False,,
veitayaki_caring_2006,Journal Article,True,True,,False,False,,
veitayaki_climate_2010,Book Chapter,True,True,,False,False,,
hidalgo_climate_2021,Journal Article,True,True,,False,False,,
veitayaki_coastal_1997,Book,True,False,,False,False,,
nunn_coastal_1999,Journal Article,True,True,,False,False,,
remling_community-based_2016,Journal Article,True,True,Lomaiviti,False,False,verified,
veitayaki_community-based_2014,Book Chapter,True,True,,False,False,,
holland_connecting_2014,Journal Article,True,True,,False,False,,
kitolelei_conservation_2022-1,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
murai_efficient_2012,Journal Article,True,True,,False,False,,
matthews_fijian_1998,Journal Article,True,True,,False,False,,
johnson_fish_2005,Book Chapter,True,True,,False,False,,
veitayaki_fisheries_1995,Book,True,True,,False,False,,
buhadi_food_2013,Journal Article,True,True,,False,False,,
veitayaki_future_2018,Book Chapter,True,True,,False,False,,
south_global_2014,Journal Article,True,True,,False,False,,
gard_wake_2017,Journal Article,True,True,,False,False,,
petaia_introduction_2010,Book,True,True,,False,False,,
fache_introduction_2016,Book Chapter,True,True,,False,False,,
veitayaki_lessons_2018,Book Chapter,True,True,,False,False,,
veitayaki_living_2021,Journal Article,True,True,,False,False,,
veitayaki_living_2014,Book,True,True,,False,False,,
veitayaki_mainstreaming_2002,Book Chapter,True,True,,False,False,,
veitayaki_making_2009,Book,True,True,,False,False,,
veitayaki_mangroves_2017-1,Book Chapter,True,True,,False,False,,
kawai_movement_2021,Journal Article,True,True,,False,False,,
veitayaki_ocean_2018,Journal Article,True,True,,False,False,,
nuttall_oceania_2015,Book Chapter,True,True,,False,False,,
novaczek_pacific_2005,Book,True,False,,False,False,,
veitayaki_policy_2016,Book Chapter,True,True,,False,False,,
veitayaki_poverty_2008,Book Chapter,True,True,Lomaiviti,False,False,verified,
veitayaki_pursuing_2010,Book Chapter,True,True,,False,False,,
manoa_regional_2009,Book Chapter,True,True,,False,False,,
veitayaki_review_2008,Journal Article,True,True,,False,False,,
veitayaki_review_2008-1,Report,True,True,,False,False,,
veitayaki_securing_2021,Journal Article,True,True,,False,False,,
mcmillen_small_2014,Journal Article,True,True,,False,False,,
veitayaki_staking_2005,Book Chapter,True,True,,False,False,,
prasad_sustainable_2013,Journal Article,True,True,,False,False,,
dutra_synergies_2021,Journal Article,True,True,,False,False,,
veitayaki_taking_2002,Journal Article,True,True,,False,False,,
thomas_critical_2020,Report,True,True,,False,False,,
south_global_2004,Journal Article,True,True,,False,False,,
veitayaki_pacific_2004,Book Chapter,True,True,,False,False,,
thaman_recovery_2017,Journal Article,True,True,,False,False,,
veitayaki_traditional_1998,Journal Article,True,True,,False,False,,
king_training_2002,Book,True,True,,False,False,,
stefanoudis_turning_2021,Journal Article,True,True,,False,False,,
newell_turning_2017,Journal Article,True,True,,False,False,,
veitayaki_using_2010,Book Chapter,True,True,,False,False,,
veitayaki_vakarau_2014,Book Chapter,True,True,,False,False,,
weber_embracing_2024,Book Chapter,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
love_social_2023,Journal Article,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
duaibe_global_2023,PhD Thesis,True,False,,False,False,,
bai_understanding_2023,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
ratawa_tu_2025,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
bai_practicum_2016,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
bai_climate_2019,Journal Article,True,True,,False,False,,
vesikula-bai_psychological_2021,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
vesikula-bai_beyond_2026,Unpublished,False,True,,False,False,verified,dropped: publication type 'Unpublished' not in C2 include-set; verified Fiji rows exist but no province recorded
vesikula-bai_takosova_2026,Unpublished,False,True,,False,False,verified,dropped: publication type 'Unpublished' not in C2 include-set; verified Fiji rows exist but no province recorded
veitata_potential_2021,Conference Paper,False,True,,False,False,verified,dropped: publication type 'Conference Paper' not in C2 include-set; verified Fiji rows exist but no province recorded
samulala_fortaste_2025,PhD Thesis,True,True,,False,False,,
miyaji_challenges_2017,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
veitata_challenges_2018,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
veitata_social_2020,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
veitata_self-recovery_2018,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
fernandez_developing_2023,Journal Article,True,True,,False,False,,
miyaji_field_2019,Journal Article,True,True,,False,False,,
miyaji_field_2021,Journal Article,True,True,,False,False,,
veitata_vulnerability_2014,Report,True,True,,False,False,,
bennett_ocean_2025,Report,True,True,,False,False,,
manarae_my_2016,Report,True,False,,False,False,,
tawaketini_nominal_2023,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
durutalo_elections_2000,Book Chapter,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
durutalo_defending_2007,Book Chapter,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
durutalo_fiji_2006,Book Chapter,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
durutalo_party_2010,Book Chapter,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
durutalo_illegitimacy_2012,Conference Paper,False,True,,False,False,verified,dropped: publication type 'Conference Paper' not in C2 include-set; verified Fiji rows exist but no province recorded
durutalo_politics_2016,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
durutalo_melanesia_2006,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
durutalo_melanesia_2007,Journal Article,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
durutalo_melanesia_2017,Journal Article,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
durutalo_fiji_2018,Journal Article,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
durutalo_research_1994,Unpublished,False,True,,False,False,verified,dropped: publication type 'Unpublished' not in C2 include-set; verified Fiji rows exist but no province recorded
durutalo_sowing_2014,Journal Article,True,True,,False,False,,
durutalo_social_1996,Book Chapter,True,True,,False,False,,
durutalo_informal_2003,Book Chapter,True,True,,False,False,,
durutalo_pacific_2012,Book Chapter,True,True,,False,False,,
leckie_kai_2016,Book Chapter,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
chappell_melanesia_1999,Journal Article,True,False,,False,False,,
maiono_custodians_2026,Book Chapter,True,True,,False,False,,
maiono_walking_2026,Book Chapter,True,True,Fiji - no province specified,True,False,verified,
maiono_investigating_2025,Conference Paper,False,True,Macuata,False,False,verified,dropped: publication type 'Conference Paper' not in C2 include-set
maiono_fifty_2020,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set; legacy Tagged Fiji? = Yes but no Research Geography row
maiono_fifty_2023-1,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set; legacy Tagged Fiji? = Yes but no Research Geography row
maiono_indigenous_2025,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
batikawai_residential_2020,Journal Article,True,False,,False,False,,
batikawai_empirical_2021,Journal Article,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
nawaqalevu_urbanisation_2008,Conference Paper,False,False,,False,False,verified,dropped: publication type 'Conference Paper' not in C2 include-set; verified Fiji rows exist but no province recorded
nawaqalevu_overview_2017,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
nawaqalevu_opportunities_2018,Conference Paper,False,False,,False,False,verified,dropped: publication type 'Conference Paper' not in C2 include-set; verified Fiji rows exist but no province recorded
weber_history_2023,Book Chapter,True,False,,False,False,,
nawaqalevu_sustainable_2006,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
nawaqalevu_sustainable_2008,Conference Paper,False,False,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set
nawaqalevu_governance_2020,Unpublished,False,False,,False,False,,dropped: publication type 'Unpublished' not in C2 include-set
kasanawaqa_deep-sea_2023,Book Chapter,True,True,,False,False,,
kasanawaqa_civil_2026,Journal Article,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
kasanawaqa_right_2025,Journal Article,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
segawa_unlocking_2026,Journal Article,True,True,,False,False,,
hurley_turning_2025,Report,True,True,,False,False,,
kasanawaqa_keep_2024,Report,True,True,,False,False,,
degei_identification_2025,Master's Thesis,True,False,,False,False,,
vakarua_health_2019,Master's Thesis,True,False,,False,False,,
noauthor_notitle_nodate,PhD Thesis,True,False,,False,False,,
qiokata_study_2020,Master's Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
rakuita_surfing_2003,Master's Thesis,True,False,,False,False,,
khan_patterns_2021,Journal Article,True,True,,False,False,,
nelson_predicting_2022,Journal Article,True,True,,False,False,,
lawanivalu_hepatitis_2024,Journal Article,True,True,,False,False,,
simmons_successful_2024,Journal Article,True,True,Ba,False,False,verified,
strobel_meningococcal_2025,Journal Article,True,True,,False,False,,
koroituku_epidemiology_2025,Other,False,True,,False,False,,dropped: publication type 'Other' not in C2 include-set
vakauta_human_2025,Journal Article,True,True,,False,False,,
ratu_navigating_2026,Journal Article,True,True,,False,False,,
ratu_neutralisation_2026,Journal Article,True,True,Rewa; Fiji - no province specified,True,False,verified,
nunn_spiritual_2026,Book Chapter,True,True,,False,False,,
tavola_legend_2017,Book,True,True,,False,False,,
tavola_towards_2015,Book Chapter,True,True,,False,False,,
tavola_eu_2017,Book Chapter,True,True,,False,False,,
tavola_swimming_2022,Book Chapter,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
handley_integrating_2026,Journal Article,True,True,,False,False,,
lancini_driva_2023,Journal Article,True,True,,False,False,,
tavola_re-thinking_2016,Report,True,True,,False,False,,
tavola_reforming_2006,Report,True,True,,False,False,,
finau_sourcing_2014,Master's Thesis,True,True,,False,False,,
duaibe_local_2025,Master's Thesis,True,True,,False,False,,
unicef_east_asia_and_pacific_regional_office_youth_2025,Report,True,False,,False,False,,
crichton-hill_covid-19_2024,Book Chapter,True,True,,False,False,,
donaldson_exploration_2024,Journal Article,True,True,,False,False,,
howell_healthcare_2026,Journal Article,True,True,,False,False,,
ravono_managing_2024,Journal Article,True,True,Fiji - no province specified,True,False,verified,
vusoniwailala_societal_1984,PhD Thesis,True,True,,False,False,,
baleinakorodawa_causes_2009,Master's Thesis,True,False,,False,False,,
nayacakalou_viti_2022-1,PhD Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
tora_whakapuputia_2019,PhD Thesis,True,False,,False,False,,
waqanivala_is_2015,PhD Thesis,True,False,,False,False,,
bogitini_raturi_oer_part1_2021,Book Chapter,True,True,,False,False,,
bogitini_raturi_oer_part2_2021,Book Chapter,True,True,,False,False,,
bogitini_conservation_2011,Conference Paper,False,True,,False,False,,dropped: publication type 'Conference Paper' not in C2 include-set; legacy Tagged Fiji? = Yes but no Research Geography row
barker_diversity_2016,Journal Article,True,True,,False,False,,
brodie_documentation_2013,Report,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
bulivou_novel_clustering_2022,Journal Article,True,True,,False,False,,
paea_kmeans_card_sorting_2021,Journal Article,True,True,,False,False,,
paea_best_merge_card_sorting_2024,Journal Article,True,True,,False,False,,
paea_emergency_remote_teaching_2024,Journal Article,True,True,,False,False,,
